TRANSACTION_DATE,AGENCY_NAME,MERCHANT_NAME,TRANSACTION_AMOUNT,Month,DayOfWeek,AGENCY_CODE,MERCHANT_CODE,Anomaly
2013-09-27,OKLAHOMA MILITARY DEPARTMENT,WW GRAINGER,4690.32,9,4,82,86235,-1
2013-09-24,OKLAHOMA MILITARY DEPARTMENT,WW GRAINGER,4826.77,9,1,82,86235,-1
2013-09-24,OKLAHOMA MILITARY DEPARTMENT,APAC CENTRAL OFFICE,80146.87,9,1,82,19865,-1
2013-09-24,OKLAHOMA MILITARY DEPARTMENT,YELLOWHOUSE MACHINERY CO-,12846.43,9,1,82,86511,-1
2013-09-24,OKLAHOMA MILITARY DEPARTMENT,APAC CENTRAL OFFICE,67002.82,9,1,82,19865,-1
2013-09-25,OKLAHOMA MILITARY DEPARTMENT,WHEELER METALS - MUSKO,4950.0,9,2,82,85685,-1
2013-09-16,OKLAHOMA MILITARY DEPARTMENT,TECH-LOCK INC,4007.0,9,0,82,77532,-1
2013-09-16,OKLAHOMA MILITARY DEPARTMENT,APAC CENTRAL OFFICE,42047.54,9,0,82,19865,-1
2013-09-12,OKLAHOMA MILITARY DEPARTMENT,"GRISSOMS, LLC (MUSKOGEE)",22500.0,9,3,82,42517,-1
2013-09-12,OKLAHOMA MILITARY DEPARTMENT,"GRISSOMS, LLC (MUSKOGEE)",5243.7,9,3,82,42517,-1
2013-09-10,OKLAHOMA MILITARY DEPARTMENT,APAC CENTRAL OFFICE,33839.03,9,1,82,19865,-1
2013-09-09,OKLAHOMA MILITARY DEPARTMENT,QUALITY FENCE CO INC  J C,44678.0,9,0,82,65916,-1
2013-09-12,OKLAHOMA MILITARY DEPARTMENT,MARVIN'S MOWERS & OUTDOO,58092.0,9,3,82,54585,-1
2013-09-10,OKLAHOMA MILITARY DEPARTMENT,APAC CENTRAL OFFICE,57802.06,9,1,82,19865,-1
2013-09-11,OKLAHOMA MILITARY DEPARTMENT,CONSTRUCTION BUILD,4502.46,9,2,82,25238,-1
2013-09-16,OKLAHOMA MILITARY DEPARTMENT,NOR NORTHERN TOOL,3912.87,9,0,82,56921,-1
2013-09-09,OKLAHOMA MILITARY DEPARTMENT,"DALE BROWN, INC.",3366.13,9,0,82,26274,-1
2013-09-20,OKLAHOMA MILITARY DEPARTMENT,WW GRAINGER,5459.43,9,4,82,86235,-1
2013-09-05,OKLAHOMA MILITARY DEPARTMENT,ENVIRONMENTAL MANAGEMENT,4999.0,9,3,82,31439,-1
2013-09-09,OKLAHOMA MILITARY DEPARTMENT,SYSCO RESOURCES SERVICES,25936.92,9,0,82,77119,-1
2013-09-03,OKLAHOMA MILITARY DEPARTMENT,APAC CENTRAL 00020,4357.35,9,1,82,19859,-1
2013-09-19,OKLAHOMA MILITARY DEPARTMENT,QUALITY FENCE CO INC  J C,39333.0,9,3,82,65916,-1
2013-09-19,OKLAHOMA MILITARY DEPARTMENT,QUALITY FENCE CO INC  J C,53800.0,9,3,82,65916,-1
2013-09-19,OKLAHOMA MILITARY DEPARTMENT,QUALITY FENCE CO INC  J C,32402.0,9,3,82,65916,-1
2013-09-23,OKLAHOMA MILITARY DEPARTMENT,"GRISSOMS, LLC (MUSKOGEE)",7500.0,9,0,82,42517,-1
2013-09-16,OKLAHOMA MILITARY DEPARTMENT,FIRETROL PROTECT,3115.02,9,0,82,40662,-1
2013-10-15,OKLAHOMA MILITARY DEPARTMENT,WINDSOR DOOR COMPANY,4300.0,10,1,82,85847,-1
2013-10-15,OKLAHOMA MILITARY DEPARTMENT,SYSCO RESOURCES SERVICES,22531.89,10,1,82,77119,-1
2013-09-30,OKLAHOMA MILITARY DEPARTMENT,CONSTRUCTION DIVISION,4077.83,9,0,82,25239,-1
2013-10-06,OKLAHOMA MILITARY DEPARTMENT,Galls Intern,1866.31,10,6,82,42638,-1
2013-10-21,OKLAHOMA MILITARY DEPARTMENT,DOOR CONTROLS INC,3475.48,10,0,82,30098,-1
2013-10-22,OKLAHOMA MILITARY DEPARTMENT,SOUTH CENTRAL INDUSTRIES,4987.2,10,1,82,68957,-1
2013-11-18,OKLAHOMA MILITARY DEPARTMENT,ACE INDUSTRIES INC.,894.19,11,0,82,796,-1
2013-11-20,OKLAHOMA MILITARY DEPARTMENT,MHE MCGRAW-HILL ECOMM,4936.25,11,2,82,55283,-1
2013-11-14,OKLAHOMA MILITARY DEPARTMENT,SQ  LAMB DRYWALL & ACOUST,4995.0,11,3,82,73537,-1
2013-11-04,OKLAHOMA MILITARY DEPARTMENT,"DALE BROWN, INC.",4700.28,11,0,82,26274,-1
2013-11-04,OKLAHOMA MILITARY DEPARTMENT,WW GRAINGER,2688.76,11,0,82,86235,-1
2013-11-13,OKLAHOMA MILITARY DEPARTMENT,CONSTRUCTION DIVISION,6770.27,11,2,82,25239,-1
2013-11-13,OKLAHOMA MILITARY DEPARTMENT,CONSTRUCTION DIVISION,4029.73,11,2,82,25239,-1
2013-11-13,OKLAHOMA MILITARY DEPARTMENT,CONSTRUCTION DIVISION,6312.89,11,2,82,25239,-1
2013-11-13,OKLAHOMA MILITARY DEPARTMENT,CONSTRUCTION DIVISION,13717.06,11,2,82,25239,-1
2013-11-13,OKLAHOMA MILITARY DEPARTMENT,CONSTRUCTION DIVISION,10846.78,11,2,82,25239,-1
2013-11-12,OKLAHOMA MILITARY DEPARTMENT,LOWES #02574,12324.0,11,1,82,53940,-1
2013-12-17,OKLAHOMA MILITARY DEPARTMENT,SOUTH CENTRAL INDUSTRIES,3572.5,12,1,82,68957,-1
2013-12-16,OKLAHOMA MILITARY DEPARTMENT,GRISSOMS MUSKOGEE SERVICE,5063.46,12,0,82,42512,-1
2013-12-17,OKLAHOMA MILITARY DEPARTMENT,VOSS LIGHTING - OKLAHOMA,2785.95,12,1,82,84854,-1
2013-12-02,OKLAHOMA MILITARY DEPARTMENT,WW GRAINGER,1590.96,12,0,82,86235,-1
2013-12-12,OKLAHOMA MILITARY DEPARTMENT,STANLEY STEEMER 8R,3602.51,12,3,82,73869,-1
2013-12-02,OKLAHOMA MILITARY DEPARTMENT,PAYPAL  AIRHEATSYST,2750.0,12,0,82,62688,-1
2013-12-05,OKLAHOMA MILITARY DEPARTMENT,CONSTRUCTION DIVISION,20694.0,12,3,82,25239,-1
2013-12-04,OKLAHOMA MILITARY DEPARTMENT,CONSTRUCTION DIVISION,13821.91,12,2,82,25239,-1
2013-12-04,OKLAHOMA MILITARY DEPARTMENT,CONSTRUCTION DIVISION,6345.0,12,2,82,25239,-1
2013-12-04,OKLAHOMA MILITARY DEPARTMENT,CONSTRUCTION DIVISION,15427.5,12,2,82,25239,-1
2014-01-06,OKLAHOMA MILITARY DEPARTMENT,ACE INDUSTRIES INC.,3973.97,1,0,82,796,-1
2014-01-06,OKLAHOMA MILITARY DEPARTMENT,SQ  LAMB DRYWALL & ACOUST,4997.0,1,0,82,73537,-1
2014-01-05,OKLAHOMA MILITARY DEPARTMENT,ADVANCE AUTO PARTS #8147,18.58,1,6,82,1101,-1
2013-12-31,OKLAHOMA MILITARY DEPARTMENT,SQ  GROUT SERVICE,4440.0,12,1,82,73473,-1
2014-01-24,OKLAHOMA MILITARY DEPARTMENT,DUB ROSS COMPANY INC,6426.0,1,4,82,30392,-1
2014-01-27,OKLAHOMA MILITARY DEPARTMENT,QUALITY FENCE CO INC  J C,4805.0,1,0,82,65916,-1
2014-01-27,OKLAHOMA MILITARY DEPARTMENT,WW GRAINGER,1907.12,1,0,82,86235,-1
2014-01-27,OKLAHOMA MILITARY DEPARTMENT,WW GRAINGER,2982.6,1,0,82,86235,-1
2014-01-27,OKLAHOMA MILITARY DEPARTMENT,1800NAMETAPE.COM,516.5,1,0,82,58,-1
2014-01-14,OKLAHOMA MILITARY DEPARTMENT,SYSCO RESOURCES SERVICES,13724.57,1,1,82,77119,-1
2014-01-28,OKLAHOMA MILITARY DEPARTMENT,CONSTRUCTION DIVISION,183367.93,1,1,82,25239,-1
2014-01-28,OKLAHOMA MILITARY DEPARTMENT,CONSTRUCTION DIVISION,52459.89,1,1,82,25239,-1
2014-01-28,OKLAHOMA MILITARY DEPARTMENT,CONSTRUCTION DIVISION,7700.0,1,1,82,25239,-1
2014-01-28,OKLAHOMA MILITARY DEPARTMENT,ACE INDUSTRIES INC.,3973.97,1,1,82,796,-1
2014-01-15,OKLAHOMA MILITARY DEPARTMENT,WW GRAINGER,4954.25,1,2,82,86235,-1
2014-01-13,OKLAHOMA MILITARY DEPARTMENT,SYSCO RESOURCES SERVICES,16135.94,1,0,82,77119,-1
2014-01-15,OKLAHOMA MILITARY DEPARTMENT,TAHLEQUAH LUMBER C,4980.48,1,2,82,77292,-1
2014-01-10,OKLAHOMA MILITARY DEPARTMENT,SQ  JASON JOICE,4842.5,1,4,82,73504,-1
2013-09-01,BOLL WEEVIL ERADICATION ORG.,PIKEPASS REBILLS,15.85,9,6,10,64774,-1
2013-12-20,BOLL WEEVIL ERADICATION ORG.,ADTSECURITY MYADT.COM,33.0,12,4,10,1091,-1
2013-12-20,BOLL WEEVIL ERADICATION ORG.,ADTSECURITY MYADT.COM,33.0,12,4,10,1091,-1
2013-12-01,BOLL WEEVIL ERADICATION ORG.,PIKEPASS REBILLS,6.15,12,6,10,64774,-1
2013-07-26,DEPARTMENT OF AGRICULTURE,PITNEY BOWES CREDIT,4247.82,7,4,20,64876,-1
2013-07-03,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,6969.26,7,2,20,41632,-1
2013-07-29,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,6418.49,7,0,20,41632,-1
2013-07-02,DEPARTMENT OF AGRICULTURE,FISHER SCI CHI,8003.79,7,1,20,40699,-1
2013-07-26,DEPARTMENT OF AGRICULTURE,FISHER SCI ATL,8210.0,7,4,20,40695,-1
2013-07-01,DEPARTMENT OF AGRICULTURE,ALDINGER COMPANY,1510.0,7,0,20,7712,-1
2013-07-09,DEPARTMENT OF AGRICULTURE,SOUTHERN US TRADE ASSOC,3500.0,7,1,20,69035,-1
2013-07-01,DEPARTMENT OF AGRICULTURE,GATEWAY COM,3124.0,7,0,20,41704,-1
2013-07-12,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,6836.15,7,4,20,41632,-1
2013-07-13,DEPARTMENT OF AGRICULTURE,FISHER SCI HUS,2572.5,7,5,20,40704,-1
2013-07-16,DEPARTMENT OF AGRICULTURE,DMI  DELL K-12/GOVT,7344.88,7,1,20,29841,-1
2013-07-11,DEPARTMENT OF AGRICULTURE,PH FILTRATION INTERNET BO,4959.0,7,3,20,64667,-1
2013-07-18,DEPARTMENT OF AGRICULTURE,76 SUPPLY CO.,2276.8,7,3,20,372,-1
2013-07-19,DEPARTMENT OF AGRICULTURE,MOBIL SATELLITE TECHNOLO,4498.8,7,4,20,55671,-1
2013-07-20,DEPARTMENT OF AGRICULTURE,ATT BILL PAYMENT,5812.11,7,5,20,20783,-1
2013-07-20,DEPARTMENT OF AGRICULTURE,ATT BILL PAYMENT,5602.81,7,5,20,20783,-1
2013-07-22,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,5878.69,7,0,20,41632,-1
2013-08-29,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,6341.74,8,3,20,41632,-1
2013-08-13,DEPARTMENT OF AGRICULTURE,IMAGENET CONSULTING LLC,3655.36,8,1,20,44538,-1
2013-08-12,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,5686.76,8,0,20,41632,-1
2013-08-06,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,7030.17,8,1,20,41632,-1
2013-08-06,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,6770.34,8,1,20,41632,-1
2013-08-20,DEPARTMENT OF AGRICULTURE,ATT BILL PAYMENT,5487.2,8,1,20,20783,-1
2013-08-20,DEPARTMENT OF AGRICULTURE,AIRGAS CENTRAL,2112.91,8,1,20,7535,-1
2013-08-02,DEPARTMENT OF AGRICULTURE,ROLAND CHEROKEE INN,4932.9,8,4,20,66966,-1
2013-08-21,DEPARTMENT OF AGRICULTURE,MERCURY PRESS INC,4288.05,8,2,20,55190,-1
2013-08-23,DEPARTMENT OF AGRICULTURE,PRECISION DOCUMENT SOL,3916.85,8,4,20,65321,-1
2013-08-24,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,6515.11,8,5,20,41632,-1
2013-09-18,DEPARTMENT OF AGRICULTURE,AGRIUM ADV TECH 24,1952.75,9,2,20,7392,-1
2013-09-18,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,5753.4,9,2,20,41632,-1
2013-09-18,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,6976.11,9,2,20,41632,-1
2013-09-05,DEPARTMENT OF AGRICULTURE,3MStPau KM44509 090313,1113.0,9,3,20,193,-1
2013-09-08,DEPARTMENT OF AGRICULTURE,INN ON BILTMORE EST,650.16,9,6,20,44925,-1
2013-09-08,DEPARTMENT OF AGRICULTURE,INN ON BILTMORE EST,650.16,9,6,20,44925,-1
2013-09-07,DEPARTMENT OF AGRICULTURE,IMAGENET CONSULTING LLC,3612.28,9,5,20,44538,-1
2013-09-06,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,5838.49,9,4,20,41632,-1
2013-09-12,DEPARTMENT OF AGRICULTURE,AVIONICS SERVICES INC,3960.0,9,3,20,21023,-1
2013-09-17,DEPARTMENT OF AGRICULTURE,ATT BILL PAYMENT,5888.36,9,1,20,20783,-1
2013-09-14,DEPARTMENT OF AGRICULTURE,STAY INN CHECOTAH,2002.0,9,5,20,76334,-1
2013-09-14,DEPARTMENT OF AGRICULTURE,FISHER SCI ATL,14399.2,9,5,20,40695,-1
2013-09-28,DEPARTMENT OF AGRICULTURE,AMARA RESORT & SPA,715.9,9,5,20,7983,-1
2013-09-26,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,6146.8,9,3,20,41632,-1
2013-10-25,DEPARTMENT OF AGRICULTURE,PRECISION DOCUMENT SOL,2522.54,10,4,20,65321,-1
2013-10-26,DEPARTMENT OF AGRICULTURE,ATT BILL PAYMENT,6810.26,10,5,20,20783,-1
2013-10-26,DEPARTMENT OF AGRICULTURE,ATT BILL PAYMENT,2260.87,10,5,20,20783,-1
2013-10-25,DEPARTMENT OF AGRICULTURE,PITNEY BOWES CREDIT,4247.82,10,4,20,64876,-1
2013-10-25,DEPARTMENT OF AGRICULTURE,PRECISION DOCUMENT SOL,2766.94,10,4,20,65321,-1
2013-10-28,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,6383.94,10,0,20,41632,-1
2013-10-10,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,6917.66,10,3,20,41632,-1
2013-10-11,DEPARTMENT OF AGRICULTURE,CALBIOTECH VETERINARY DIA,4194.0,10,4,20,23275,-1
2013-10-10,DEPARTMENT OF AGRICULTURE,BWI - DALLAS/FT.WO,3875.54,10,3,20,23076,-1
2013-10-07,DEPARTMENT OF AGRICULTURE,ACT Noble Foundation,20.0,10,0,20,931,-1
2013-10-13,DEPARTMENT OF AGRICULTURE,CTC CONSTANTCONTACT.COM,20.0,10,6,20,25922,-1
2013-10-08,DEPARTMENT OF AGRICULTURE,IMAGENET CONSULTING LLC,3908.61,10,1,20,44538,-1
2013-10-07,DEPARTMENT OF AGRICULTURE,A&C FIRE EXTINQUISHER CO,864.2,10,0,20,460,-1
2013-09-30,DEPARTMENT OF AGRICULTURE,A&C FIRE EXTINQUISHER CO,560.0,9,0,20,460,-1
2013-10-08,DEPARTMENT OF AGRICULTURE,ENVIRONMENTAL MANAGEMENT,4107.0,10,1,20,31439,-1
2013-10-03,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,5844.58,10,3,20,41632,-1
2013-10-21,DEPARTMENT OF AGRICULTURE,GARMAN PRODUCTIONS LLC,3000.0,10,0,20,41678,-1
2013-10-03,DEPARTMENT OF AGRICULTURE,STANDLEY SYSTEMS LLC,3750.37,10,3,20,73859,-1
2013-10-17,DEPARTMENT OF AGRICULTURE,"LOGIC AVIATION SERVICES,",4995.0,10,3,20,53769,-1
2013-10-17,DEPARTMENT OF AGRICULTURE,"LOGIC AVIATION SERVICES,",4340.64,10,3,20,53769,-1
2013-10-14,DEPARTMENT OF AGRICULTURE,AMERICAN AI 0017310666823,-507.6,10,0,20,12254,-1
2013-10-17,DEPARTMENT OF AGRICULTURE,AIA CRP,2306.2,10,3,20,7419,-1
2013-10-23,DEPARTMENT OF AGRICULTURE,ATT BILL PAYMENT,5801.98,10,2,20,20783,-1
2013-10-23,DEPARTMENT OF AGRICULTURE,ATT BILL PAYMENT,15158.47,10,2,20,20783,-1
2013-10-23,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,6482.62,10,2,20,41632,-1
2013-11-25,DEPARTMENT OF AGRICULTURE,OK TAX COMMISSION TAG A,1831.0,11,0,20,61476,-1
2013-11-13,DEPARTMENT OF AGRICULTURE,IMAGENET CONSULTING LLC,3241.75,11,2,20,44538,-1
2013-11-11,DEPARTMENT OF AGRICULTURE,3MStPau KM57612 3M1108,582.72,11,0,20,196,-1
2013-11-08,DEPARTMENT OF AGRICULTURE,JEWISH FED OF GREATER,2500.0,11,4,20,46542,-1
2013-11-10,DEPARTMENT OF AGRICULTURE,CTC CONSTANTCONTACT.COM,35.0,11,6,20,25922,-1
2013-11-22,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,4851.32,11,4,20,41632,-1
2013-11-07,DEPARTMENT OF AGRICULTURE,76 SUPPLY CO.,2385.0,11,3,20,372,-1
2013-10-31,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,6812.05,10,3,20,41632,-1
2013-10-31,DEPARTMENT OF AGRICULTURE,WARREN CAT OKC TRUCK,4893.21,10,3,20,85266,-1
2013-11-01,DEPARTMENT OF AGRICULTURE,REGENCY FLEXOGRAPHIC,2449.02,11,4,20,66481,-1
2013-11-05,DEPARTMENT OF AGRICULTURE,FEDEX 12310152,4091.78,11,1,20,32616,-1
2013-11-05,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,6599.94,11,1,20,41632,-1
2013-11-19,DEPARTMENT OF AGRICULTURE,AGILENTTECHNOLOGIES,2374.81,11,1,20,7377,-1
2013-11-03,DEPARTMENT OF AGRICULTURE,MADISON CONCOURSE HOTEL,498.09,11,6,20,54178,-1
2013-11-03,DEPARTMENT OF AGRICULTURE,MADISON CONCOURSE HOTEL,498.09,11,6,20,54178,-1
2013-11-03,DEPARTMENT OF AGRICULTURE,MADISON CONCOURSE HOTEL,498.09,11,6,20,54178,-1
2013-11-03,DEPARTMENT OF AGRICULTURE,MADISON CONCOURSE HOTEL,498.09,11,6,20,54178,-1
2013-11-04,DEPARTMENT OF AGRICULTURE,CALBIOTECH VETERINARY DIA,4194.0,11,0,20,23275,-1
2013-11-14,DEPARTMENT OF AGRICULTURE,SIMPLEX GRINNELL WEB P,4990.78,11,3,20,68548,-1
2013-11-14,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,6602.0,11,3,20,41632,-1
2013-11-18,DEPARTMENT OF AGRICULTURE,"LOGIC AVIATION SERVICES,",4573.13,11,0,20,53769,-1
2013-12-16,DEPARTMENT OF AGRICULTURE,BEST WESTERN BROKEN BOW,1245.0,12,0,20,21688,-1
2013-12-28,DEPARTMENT OF AGRICULTURE,DMI  DELL K-12/GOVT,3106.98,12,5,20,29841,-1
2013-12-21,DEPARTMENT OF AGRICULTURE,WSC Windstream PmtFee,570.58,12,5,20,86217,-1
2013-12-21,DEPARTMENT OF AGRICULTURE,IMAGENET CONSULTING LLC,1905.61,12,5,20,44538,-1
2013-12-21,DEPARTMENT OF AGRICULTURE,IMAGENET CONSULTING LLC,3273.5,12,5,20,44538,-1
2013-12-14,DEPARTMENT OF AGRICULTURE,FEDEX 12602889,3591.91,12,5,20,32698,-1
2013-12-18,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,6009.66,12,2,20,41632,-1
2013-12-18,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,5599.77,12,2,20,41632,-1
2013-12-18,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,3072.3,12,2,20,41632,-1
2013-12-23,DEPARTMENT OF AGRICULTURE,AAPFCO - MAGRUDER,240.0,12,0,20,585,-1
2013-12-07,DEPARTMENT OF AGRICULTURE,STONES HARDWARE,1781.09,12,5,20,76497,-1
2013-12-15,DEPARTMENT OF AGRICULTURE,STAPLES,177.74,12,6,20,73876,-1
2013-12-15,DEPARTMENT OF AGRICULTURE,STAPLES,340.0,12,6,20,73876,-1
2013-12-15,DEPARTMENT OF AGRICULTURE,STAPLES,207.87,12,6,20,73876,-1
2013-12-15,DEPARTMENT OF AGRICULTURE,STAPLES,18.5,12,6,20,73876,-1
2013-12-11,DEPARTMENT OF AGRICULTURE,PEOPLE FIRST IND OF BRYAN,2790.0,12,2,20,64510,-1
2013-12-10,DEPARTMENT OF AGRICULTURE,HOMER MILLER COMPANY,1630.0,12,1,20,43824,-1
2013-12-11,DEPARTMENT OF AGRICULTURE,ACT NASF AnnualMeeting,-250.0,12,2,20,921,-1
2013-12-05,DEPARTMENT OF AGRICULTURE,ATT BILL PAYMENT,7823.33,12,3,20,20783,-1
2013-11-03,DEPARTMENT OF AGRICULTURE,OMNI DALLAS CON CTR HT,-320.42,11,6,20,61721,-1
2013-12-03,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,5599.77,12,1,20,41632,-1
2013-12-03,DEPARTMENT OF AGRICULTURE,ACT NASF AnnualMeeting,267.13,12,1,20,921,-1
2013-12-05,DEPARTMENT OF AGRICULTURE,ATT BILL PAYMENT,2255.54,12,3,20,20783,-1
2013-12-09,DEPARTMENT OF AGRICULTURE,ALAN INDUSTRIES ONLINE,645.0,12,0,20,7636,-1
2013-12-03,DEPARTMENT OF AGRICULTURE,OSU OADDL,3354.55,12,1,20,62084,-1
2013-12-07,DEPARTMENT OF AGRICULTURE,AMERICAN AI 0012329998129,-146.79,12,5,20,8616,-1
2014-01-22,DEPARTMENT OF AGRICULTURE,IMAGENET CONSULTING LLC,3291.28,1,2,20,44538,-1
2014-01-18,DEPARTMENT OF AGRICULTURE,PRECISION DOCUMENT SOL,6376.94,1,5,20,65321,-1
2014-01-19,DEPARTMENT OF AGRICULTURE,Amazon.com,315.66,1,6,20,21110,-1
2014-01-17,DEPARTMENT OF AGRICULTURE,AT&T BILL PAYMENT,2241.05,1,4,20,20469,-1
2014-01-17,DEPARTMENT OF AGRICULTURE,AT&T BILL PAYMENT,5908.7,1,4,20,20469,-1
2014-01-17,DEPARTMENT OF AGRICULTURE,AMERICAN QUARTERHORSE ASS,1500.0,1,4,20,19489,-1
2014-01-17,DEPARTMENT OF AGRICULTURE,STANDLEY SYSTEMS LLC,5085.56,1,4,20,73859,-1
2014-01-17,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,4137.89,1,4,20,41632,-1
2014-01-19,DEPARTMENT OF AGRICULTURE,WAL-MART #0137,33.24,1,6,20,84985,-1
2014-01-17,DEPARTMENT OF AGRICULTURE,TMS HOFFMAN SALES & RE,1875.0,1,4,20,78766,-1
2014-01-18,DEPARTMENT OF AGRICULTURE,AIRGAS CENTRAL,212.56,1,5,20,7535,-1
2014-01-11,DEPARTMENT OF AGRICULTURE,VWR INTERNATIONAL INC,1622.8,1,5,20,84885,-1
2014-01-11,DEPARTMENT OF AGRICULTURE,VWR INTERNATIONAL INC,640.34,1,5,20,84885,-1
2014-01-09,DEPARTMENT OF AGRICULTURE,OSU OADDL,3904.44,1,3,20,62084,-1
2014-01-21,DEPARTMENT OF AGRICULTURE,CSTK OF OKC,4247.04,1,1,20,25909,-1
2014-01-15,DEPARTMENT OF AGRICULTURE,ACT NIAA,375.0,1,2,20,924,-1
2014-01-09,DEPARTMENT OF AGRICULTURE,SOUTHWEST TRAILERS & EQUI,4391.54,1,3,20,72975,-1
2014-01-14,DEPARTMENT OF AGRICULTURE,W.E. ALLFORD PROPANE,1980.0,1,1,20,84920,-1
2014-01-13,DEPARTMENT OF AGRICULTURE,YELLOW HOUSE MACHINERY CO,2228.18,1,0,20,86507,-1
2014-01-13,DEPARTMENT OF AGRICULTURE,WW GRAINGER,1047.32,1,0,20,86235,-1
2014-01-13,DEPARTMENT OF AGRICULTURE,KIAMICHI GAS SERVICE INC.,1600.0,1,0,20,52333,-1
2014-01-27,DEPARTMENT OF AGRICULTURE,DMI  DELL K-12/GOVT,1824.78,1,0,20,29841,-1
2014-01-24,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,4146.93,1,4,20,41632,-1
2013-12-31,DEPARTMENT OF AGRICULTURE,CENTRAL PRINTING,5085.0,12,1,20,23850,-1
2014-01-06,DEPARTMENT OF AGRICULTURE,AMAZON MKTPLACE PMTS,4469.63,1,0,20,7994,-1
2014-01-06,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,7062.22,1,0,20,41632,-1
2014-01-06,DEPARTMENT OF AGRICULTURE,CHARLES RIVER LAB,1311.95,1,0,20,23945,-1
2014-01-06,DEPARTMENT OF AGRICULTURE,CLAMPITT PAPER CO OF FT W,1172.0,1,0,20,24677,-1
2014-01-08,DEPARTMENT OF AGRICULTURE,"LOGIC AVIATION SERVICES,",4498.75,1,2,20,53769,-1
2014-01-08,DEPARTMENT OF AGRICULTURE,"LOGIC AVIATION SERVICES,",2822.87,1,2,20,53769,-1
2014-01-08,DEPARTMENT OF AGRICULTURE,GALT FOUNDATION,7555.44,1,2,20,41632,-1
2013-07-16,INDIGENT DEFENSE SYSTEM,THOMSON WEST TCD,4950.0,7,1,48,78576,-1
2013-11-18,INDIGENT DEFENSE SYSTEM,COX OKLAHOMA COMM SV,2642.53,11,0,48,25637,-1
2013-12-16,INDIGENT DEFENSE SYSTEM,COX OKLAHOMA COMM SV,2491.02,12,0,48,25637,-1
2013-07-12,ATTORNEY GENERAL,AMERICAN AI 0017291512942,721.6,7,4,1,9812,-1
2013-07-23,ATTORNEY GENERAL,XPEDX-INTL PAPER,1571.0,7,1,1,86466,-1
2013-07-22,ATTORNEY GENERAL,DEPT OF CORRECTIONS,2120.58,7,0,1,29489,-1
2013-07-21,ATTORNEY GENERAL,ODCRCOM OKCOUNTYRECORDSCO,50.0,7,6,1,57261,-1
2013-06-28,ATTORNEY GENERAL,"ACCESSDATA GROUP, LLC",650.0,6,4,1,747,-1
2013-06-28,ATTORNEY GENERAL,IBM SWG 9725558,15223.3,6,4,1,44345,-1
2013-06-28,ATTORNEY GENERAL,"EAGLE SOFTWARE, IN",4909.2,6,4,1,30547,-1
2013-07-17,ATTORNEY GENERAL,KNOWLEDGE NET,2990.0,7,2,1,52478,-1
2013-07-17,ATTORNEY GENERAL,"EAGLE SOFTWARE, IN",3030.0,7,2,1,30547,-1
2013-08-14,ATTORNEY GENERAL,HAMPTON INNS,3762.0,8,2,1,42863,-1
2013-08-12,ATTORNEY GENERAL,AMERICAN AI 0017298436076,583.6,8,0,1,10625,-1
2013-08-05,ATTORNEY GENERAL,YOUNG REPORTING SERVICES,2637.75,8,0,1,86542,-1
2013-08-05,ATTORNEY GENERAL,WORD FOR WORD REPORTING L,613.0,8,0,1,86106,-1
2013-08-05,ATTORNEY GENERAL,WORD FOR WORD REPORTING L,838.0,8,0,1,86106,-1
2013-08-05,ATTORNEY GENERAL,INVENTUS LLC,1734.36,8,0,1,45319,-1
2013-08-27,ATTORNEY GENERAL,MARCO MEETING,2413.99,8,1,1,54364,-1
2013-08-27,ATTORNEY GENERAL,STAPLES ACCOUN00687632,4390.25,8,1,1,73902,-1
2013-08-02,ATTORNEY GENERAL,DMI  DELL K-12/GOVT,1950.02,8,4,1,29841,-1
